ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NBR,FULL_NAME_CALLED,CALLED_NBR,START_DATE,DURATION,END_DATE,CELL_TOWER,CITY,STATE,ADDRESS
1341,Boony Keslake,Boony,Keslake,33(931)636-2202,Glendon Poulton,351(298)145-2694,1530380428,252,1530380680,96,New York City,NY,33 Packers Street
1342,Rhody Valerio,Rhody,Valerio,351(235)458-3725,Mose Bloom,62(622)875-4890,1525064042,3,1525064045,109,New York City,NY,419 Dixon Alley
1343,Miguela Gomez,Miguela,Gomez,30(460)599-8289,Emelda Munning,234(993)118-6350,1518114659,117,1518114776,141,Buffalo,NY,273 Mosinee Lane
1344,Delbert Frontczak,Delbert,Frontczak,63(204)556-8762,Martie Mulvany,55(968)549-9916,1526237063,174,1526237237,12,Buffalo,NY,15325 Arapahoe Parkway
1345,Rufe Aish,Rufe,Aish,86(546)474-1803,Pyotr Gatteridge,62(737)495-7575,1527675065,137,1527675202,26,Albany,NY,76 Cottonwood Trail
1346,Maiga Sawyer,Maiga,Sawyer,62(859)894-9144,Arabela Cribbott,381(353)684-3437,1543806065,394,1543806459,105,Hicksville,NY,002 Eastwood Court
1347,Virginie McDonough,Virginie,McDonough,224(485)347-6138,Maximilian Spratling,57(838)320-1299,1517261838,244,1517262082,113,Albany,NY,0 Emmet Park
1348,Audrye Spence,Audrye,Spence,420(611)303-0866,Holmes Jiles,86(416)220-9236,1516800654,294,1516800948,44,Flushing,NY,8 Duke Pass
1349,Merrel Chezier,Merrel,Chezier,263(937)464-5112,Elbert Klimecki,86(699)830-9171,1519527085,345,1519527430,69,New York City,NY,41551 Merchant Alley
1350,Marianne Vergo,Marianne,Vergo,92(592)525-7399,Francene Cordey,86(581)255-4689,1526993914,248,1526994162,56,Bronx,NY,38086 Steensland Circle
1351,Shandy Helix,Shandy,Helix,963(215)269-7639,Brittne Grouvel,62(668)962-9723,1546198040,294,1546198334,117,New York City,NY,62256 Daystar Park
1352,Constancy Sweeny,Constancy,Sweeny,82(910)884-0245,Costanza Heales,254(411)340-3141,1532637614,84,1532637698,100,Buffalo,NY,8 Manufacturers Hill
1353,Mose Bloom,Mose,Bloom,62(622)875-4890,Marena Gamwell,7(112)981-2518,1540776244,373,1540776617,131,New York City,NY,2 Welch Road
1354,Alfredo Tenaunt,Alfredo,Tenaunt,258(843)143-5140,Jacinta Bendig,62(399)374-5339,1541950857,29,1541950886,134,New York City,NY,7 Hoffman Crossing
1355,Zia Hadwick,Zia,Hadwick,63(598)894-1803,Rosalyn Franciskiewicz,86(441)499-1942,1539528982,335,1539529317,126,Albany,NY,02516 Roth Junction
1356,Javier Priestner,Javier,Priestner,86(472)639-1516,Raimundo Iskower,30(247)337-5257,1526123027,400,1526123427,7,Rochester,NY,0 Morningstar Hill
1357,Jacinta Bendig,Jacinta,Bendig,62(399)374-5339,Lucia Fevier,963(165)520-8001,1538534235,116,1538534351,64,Buffalo,NY,9 Mallard Way
1358,Julina Sowter,Julina,Sowter,66(521)621-6387,Cassandra Theis,86(563)962-7596,1541229904,192,1541230096,18,New York City,NY,0682 Emmet Trail
1359,Katharine Letcher,Katharine,Letcher,51(278)441-3188,Doralin Maffeo,33(431)692-1694,1538824792,339,1538825131,82,Bronx,NY,10 Summit Place
1360,Farrah Leopold,Farrah,Leopold,351(393)932-7368,Brad D'Ambrogio,1(837)433-7626,1523380283,271,1523380554,145,Elmira,NY,00050 Lotheville Point
1361,Nap Storrier,Nap,Storrier,86(596)454-3070,Gerardo Skeffington,358(695)801-6517,1533076088,107,1533076195,29,New York City,NY,27379 Clyde Gallagher Center
1362,Norrie Orhrt,Norrie,Orhrt,374(801)177-1739,Jori Ranking,63(560)482-9805,1541444384,356,1541444740,102,Albany,NY,00 Pawling Plaza
1363,Crystal Brine,Crystal,Brine,86(233)873-0627,Devina Baunton,86(706)262-9324,1525415651,394,1525416045,124,New York City,NY,80 Muir Drive
1364,Shane Abraham,Shane,Abraham,63(456)780-9843,Ethelind Hastin,7(413)125-2536,1530018533,233,1530018766,104,New York City,NY,69313 Melrose Crossing
1365,Abbey Ambrogio,Abbey,Ambrogio,86(371)113-2527,Cirstoforo Flatley,380(198)783-0876,1523756000,143,1523756143,30,Albany,NY,0963 Corry Hill
1366,Trueman Johnes,Trueman,Johnes,46(455)874-9777,Marianne Vergo,92(592)525-7399,1530010533,65,1530010598,12,Syracuse,NY,22 Brown Pass
1367,Minne Eagland,Minne,Eagland,86(205)318-6142,Matty Keemer,57(887)662-1091,1539324183,88,1539324271,71,White Plains,NY,839 Clemons Alley
1368,Kaycee Jahndel,Kaycee,Jahndel,56(622)801-2740,Gill Ratray,351(826)390-8794,1545793329,15,1545793344,14,Albany,NY,696 Gale Place
1369,Brade Torry,Brade,Torry,86(913)265-8969,Trueman Johnes,46(455)874-9777,1538626849,355,1538627204,7,New York City,NY,2 Northridge Place
1370,Levi Dymidowicz,Levi,Dymidowicz,46(439)732-6534,Jae Bradbrook,55(940)427-2089,1535343885,189,1535344074,120,New York City,NY,19533 Barnett Terrace
1371,Cordy Worstall,Cordy,Worstall,880(332)375-0179,Mattheus Thoresby,63(850)790-9827,1517820001,252,1517820253,34,Brooklyn,NY,43 Utah Park
1372,Danny Carette,Danny,Carette,86(286)630-4374,Gaynor Brasseur,34(578)522-1358,1544681326,24,1544681350,113,Syracuse,NY,86 Sachs Lane
1373,Pyotr Gatteridge,Pyotr,Gatteridge,62(737)495-7575,Glen Daouse,86(688)425-8309,1526665581,80,1526665661,112,New York City,NY,5 Continental Crossing
1374,Jammie Falks,Jammie,Falks,507(139)914-6271,Starla Robrow,62(884)777-2273,1540047262,365,1540047627,23,New York City,NY,5 Forster Drive
1375,Marya Skypp,Marya,Skypp,380(354)324-5513,Randy Vallender,62(928)219-6891,1523209718,238,1523209956,88,Buffalo,NY,22898 Corben Court
1376,Esdras McCaster,Esdras,McCaster,63(484)139-3744,Fairlie Acory,66(870)967-8446,1530158925,171,1530159096,127,New York City,NY,53062 3rd Avenue
1377,Kassia Kordovani,Kassia,Kordovani,84(580)602-9577,Cortney Whittington,1(304)740-3100,1527089030,392,1527089422,10,New York City,NY,37351 Anzinger Park
1378,Harald Matresse,Harald,Matresse,63(572)529-2955,Tansy Kersley,381(862)124-5149,1521480318,22,1521480340,117,Albany,NY,1 New Castle Circle
1379,Clarine Stoving,Clarine,Stoving,46(582)377-7373,Helena Ticksall,54(875)121-0479,1526835896,201,1526836097,132,Albany,NY,7666 Gale Junction
1380,Lesly Speers,Lesly,Speers,93(258)163-5996,Flossie Hendonson,62(981)168-5441,1526785074,274,1526785348,45,Brooklyn,NY,1602 Nobel Center
1381,Cariotta Coggings,Cariotta,Coggings,57(442)926-7691,Crystal Brine,86(233)873-0627,1540003500,132,1540003632,120,Jamaica,NY,8178 Fremont Trail
1382,Alard Minichillo,Alard,Minichillo,46(584)856-3906,Woodie Rozzier,86(456)777-8303,1523023964,91,1523024055,53,New York City,NY,4 Russell Trail
1383,Guinevere Littleton,Guinevere,Littleton,63(377)586-7101,Annaliese Brine,86(594)707-0730,1543913272,192,1543913464,140,Buffalo,NY,22925 Hooker Trail
1384,Malissia Yakovl,Malissia,Yakovl,55(670)747-7932,Quincey Peeters,998(736)300-6243,1537337631,150,1537337781,83,Albany,NY,42 Melrose Junction
1385,Denys Manchester,Denys,Manchester,51(658)363-3256,Gwenni Leblanc,62(675)777-8005,1532236821,131,1532236952,12,New York City,NY,73643 Mallard Avenue
1386,Erl Kirkup,Erl,Kirkup,51(313)358-9188,Pattie Tolworth,7(552)597-2612,1539631470,10,1539631480,121,Flushing,NY,50 Cottonwood Parkway
1387,Abbe Foucard,Abbe,Foucard,86(805)264-4202,Neron Heddan,62(277)378-9330,1525072924,14,1525072938,138,Brooklyn,NY,648 Farwell Drive
1388,Chane Derisley,Chane,Derisley,48(279)425-2061,Nicki Hardiman,1(260)182-5912,1541009496,379,1541009875,123,Rochester,NY,5 Lotheville Hill
1389,Lorilee O'Dyvoie,Lorilee,O'Dyvoie,86(869)262-4086,Ody Cholmondeley,63(563)812-8463,1545721834,183,1545722017,128,Albany,NY,716 Packers Alley
1390,Elizabet Scane,Elizabet,Scane,689(258)364-8703,Spike Nyland,507(625)963-5505,1532883656,153,1532883809,9,Syracuse,NY,50136 Artisan Avenue
1391,Godart Clegg,Godart,Clegg,63(276)604-4019,Standford Briskey,58(952)467-1406,1522903072,331,1522903403,119,Mount Vernon,NY,1 Eagle Crest Parkway
1392,Cris Brouncker,Cris,Brouncker,62(205)173-5351,Friedrich Conley,55(190)367-0102,1536854139,338,1536854477,149,New York City,NY,96 Randy Place
1393,Flo Duchant,Flo,Duchant,86(861)964-5958,Trueman Johnes,46(455)874-9777,1538899325,330,1538899655,69,Bronx,NY,923 Dixon Lane
1394,Brnaba Skala,Brnaba,Skala,47(364)230-7011,Mercedes Ketchen,351(150)994-2825,1537485199,310,1537485509,135,Bronx,NY,80 Express Place
1395,Maiga Sawyer,Maiga,Sawyer,62(859)894-9144,Brnaba Skala,47(364)230-7011,1522951156,96,1522951252,126,Brooklyn,NY,544 Fallview Crossing
1396,Faythe Barkway,Faythe,Barkway,45(271)298-9647,Friedrich Conley,55(190)367-0102,1519997898,77,1519997975,56,Brooklyn,NY,5053 Loeprich Court
1397,Caryn Conibeer,Caryn,Conibeer,51(415)336-7355,Shelby Mettricke,86(230)723-0153,1520014843,262,1520015105,77,Albany,NY,3 Cardinal Lane
1398,Gregor Creavin,Gregor,Creavin,7(780)575-0653,Tallulah Shurman,66(563)227-9331,1543747200,357,1543747557,35,New York City,NY,7953 Fieldstone Hill
1399,Gaynor Brasseur,Gaynor,Brasseur,34(578)522-1358,Silvio Crosfeld,1(853)871-2712,1545746467,245,1545746712,89,New York City,NY,1 Linden Crossing
1400,Dorene Cope,Dorene,Cope,972(558)175-9169,Carmita Stopford,63(641)285-5231,1542660631,12,1542660643,30,Syracuse,NY,73 Green Ridge Place
1401,Constancy Sweeny,Constancy,Sweeny,82(910)884-0245,Benoit Sharpus,82(282)542-3875,1520604108,398,1520604506,59,Jamaica,NY,59878 Glacier Hill Road
1402,Ignazio Taffurelli,Ignazio,Taffurelli,62(993)684-1281,Kameko Skylett,62(249)113-4278,1517869439,344,1517869783,119,Buffalo,NY,39300 Maywood Pass
1403,Maximilian Guerri,Maximilian,Guerri,86(105)948-3591,Velvet Tollow,86(547)929-0591,1544232993,109,1544233102,62,New York City,NY,02382 Forest Alley
1404,Yolanthe Arundale,Yolanthe,Arundale,51(301)396-8479,Obadias Strowther,996(903)201-3395,1520167020,15,1520167035,83,New York City,NY,787 Fair Oaks Avenue
1405,Nehemiah Rimer,Nehemiah,Rimer,55(768)592-6804,Lindsay Rodman,250(588)534-9009,1529319295,206,1529319501,20,Schenectady,NY,9 Merry Pass
1406,Deeann Bridges,Deeann,Bridges,57(502)918-9765,Mabel Sayton,86(375)544-0615,1523427651,56,1523427707,76,New York City,NY,825 Bellgrove Drive
1407,Sheppard Folomin,Sheppard,Folomin,86(349)181-3675,Ellary Espinola,7(487)841-3618,1544716606,238,1544716844,48,Jamaica,NY,42674 Mandrake Drive
1408,Sheridan Shalliker,Sheridan,Shalliker,353(756)782-8136,Javier Priestner,86(472)639-1516,1527354409,266,1527354675,67,Buffalo,NY,93 Daystar Point
1409,Grace Andrioletti,Grace,Andrioletti,251(642)258-9606,Avictor Bryett,86(748)641-9235,1539715137,121,1539715258,150,Rochester,NY,0103 International Crossing
1410,Gareth Maclaine,Gareth,Maclaine,7(589)425-5313,Costanza Heales,254(411)340-3141,1527598452,206,1527598658,30,Syracuse,NY,98638 Jenifer Avenue
1411,Olag Halso,Olag,Halso,51(246)920-8628,Margarete Vallerine,234(949)395-8500,1531459396,162,1531459558,24,New York City,NY,90350 Westerfield Hill
1412,Alard Minichillo,Alard,Minichillo,46(584)856-3906,Benedicta Krimmer,86(932)405-8193,1524873135,157,1524873292,134,New York City,NY,682 Summerview Junction
1413,Cleve Godard,Cleve,Godard,86(682)823-6482,Luella Worrill,358(305)287-0791,1523155511,244,1523155755,142,Albany,NY,5155 Gulseth Circle
1414,Ameline Dewberry,Ameline,Dewberry,93(192)993-9159,Elwira Iddison,62(474)261-5022,1523171396,125,1523171521,114,New York City,NY,48579 Garrison Crossing
1415,Brade Torry,Brade,Torry,86(913)265-8969,Spike Nyland,507(625)963-5505,1519490001,183,1519490184,98,Buffalo,NY,5342 Sommers Place
1416,Kingsly Kyrkeman,Kingsly,Kyrkeman,269(195)321-0359,Fidelio Muscat,33(165)394-9135,1515313443,64,1515313507,9,New York City,NY,7 Starling Junction
1417,Lesly Speers,Lesly,Speers,93(258)163-5996,Gene Schapero,358(722)728-8004,1540985157,204,1540985361,18,Jamaica,NY,2 Menomonie Terrace
1418,Ebonee Boocock,Ebonee,Boocock,81(760)131-4808,Evy Pischel,86(666)974-9994,1525308405,206,1525308611,30,Albany,NY,268 Harper Junction
1419,Bradley Floodgate,Bradley,Floodgate,33(284)787-6513,Pierette Dreghorn,33(573)584-3855,1516881175,37,1516881212,129,Syracuse,NY,8 Dunning Crossing
1420,Malissia Yakovl,Malissia,Yakovl,55(670)747-7932,Pyotr Gatteridge,62(737)495-7575,1521189368,129,1521189497,22,Brooklyn,NY,47 Wayridge Parkway
1421,Michel Bosward,Michel,Bosward,62(572)363-4921,Jillane Ceaser,260(224)484-5639,1530125748,82,1530125830,92,New York City,NY,37338 1st Circle
1422,Fletcher Samson,Fletcher,Samson,56(389)557-8694,Sheelah Pittel,86(427)684-2815,1531857087,248,1531857335,23,New York City,NY,670 Golden Leaf Road
1423,Jeffry Laurant,Jeffry,Laurant,86(832)265-3878,Ulrikaumeko Dibbert,351(143)482-8324,1516229817,185,1516230002,56,New York City,NY,8 Ohio Street
1424,Constancia Feldhorn,Constancia,Feldhorn,370(191)973-2622,Kearney Hulles,1(860)461-2480,1537183787,333,1537184120,64,Albany,NY,5 Grayhawk Place
1425,Yanaton Culshaw,Yanaton,Culshaw,86(522)796-3147,Kizzee Marwood,86(953)796-9183,1524685150,254,1524685404,117,New York City,NY,3021 Corben Court
1426,Christoper Mabson,Christoper,Mabson,33(330)284-1412,Martie Mulvany,55(968)549-9916,1529487504,386,1529487890,14,New York City,NY,0913 Green Park
1427,Gaynor Brasseur,Gaynor,Brasseur,34(578)522-1358,Fernando Durston,420(503)893-3179,1533869698,103,1533869801,7,New York City,NY,595 Scoville Way
1428,Basilio Eskrick,Basilio,Eskrick,1(746)478-5012,Berkeley Lowden,33(810)348-9005,1540996903,117,1540997020,39,Bronx,NY,10705 Raven Hill
1429,Ariella Linklater,Ariella,Linklater,504(336)642-0725,Pall Poyntz,62(239)861-7648,1526615187,243,1526615430,87,Brooklyn,NY,394 Dennis Circle
1430,Amerigo Sangar,Amerigo,Sangar,62(981)772-1081,Amabelle MacElane,7(691)117-8061,1538731117,173,1538731290,91,New York City,NY,42 Utah Place
1431,Si Clougher,Si,Clougher,86(464)577-5065,Bevon Favell,86(103)514-2745,1546058519,50,1546058569,32,Elmira,NY,86 Michigan Place
1432,Elysha Forsaith,Elysha,Forsaith,7(123)135-2381,Evyn Melding,62(467)914-4802,1543215331,317,1543215648,84,New York City,NY,4469 Burrows Hill
1433,Bear Linggard,Bear,Linggard,1(320)708-6082,Lucia Fevier,963(165)520-8001,1542627224,336,1542627560,48,Buffalo,NY,00377 Parkside Crossing
1434,Dorian Tapsell,Dorian,Tapsell,86(509)165-4290,Emelita Persence,86(832)407-8259,1529435261,76,1529435337,67,New York City,NY,4 Corben Center
1435,Sibley Chillingsworth,Sibley,Chillingsworth,86(412)525-1536,Yanaton Culshaw,86(522)796-3147,1539483188,366,1539483554,72,Rochester,NY,166 Bunting Street
1436,Cate Jelphs,Cate,Jelphs,55(170)564-6484,Hurlee Pierro,55(775)106-2308,1535432841,321,1535433162,123,Mount Vernon,NY,66 Towne Center
1437,Willdon Sheeres,Willdon,Sheeres,62(390)245-2361,Hurlee Pierro,55(775)106-2308,1535277740,234,1535277974,62,New York City,NY,7828 Sheridan Pass
1438,Maximilian Spratling,Maximilian,Spratling,57(838)320-1299,Samara Kitley,970(563)128-1113,1528324048,259,1528324307,102,Yonkers,NY,5650 Graceland Terrace
1439,Vachel Pashen,Vachel,Pashen,371(392)673-9946,Nancy Hablet,48(669)689-0143,1536414081,303,1536414384,5,New York City,NY,7845 Golden Leaf Terrace
1440,Richardo Perryman,Richardo,Perryman,975(151)766-0421,Anet Flintuff,55(230)362-2494,1523325530,45,1523325575,12,Bronx,NY,5798 8th Street
1441,Carmita Stopford,Carmita,Stopford,63(641)285-5231,Miner Beagen,351(703)249-3270,1521145354,250,1521145604,92,Mount Vernon,NY,1788 Everett Road
1442,Candy Nestle,Candy,Nestle,30(343)740-4424,Teodoor Potkin,86(250)455-9953,1521751725,226,1521751951,125,Rochester,NY,84 Manitowish Way
1443,Clemmy Guyver,Clemmy,Guyver,86(414)531-8614,Adair Howatt,86(795)557-8647,1527457769,254,1527458023,22,New York City,NY,256 Westerfield Trail
1444,Calley Gerrie,Calley,Gerrie,54(852)797-3416,Gilles Paridge,502(481)210-0468,1543588294,217,1543588511,37,New York City,NY,4 Melvin Trail
1445,Rachael Strickett,Rachael,Strickett,46(152)363-2745,Deeann Bridges,57(502)918-9765,1534781690,52,1534781742,67,Brooklyn,NY,7442 Old Gate Parkway
1446,Cash Luppitt,Cash,Luppitt,86(870)318-1412,Karin Hansard,86(705)918-4697,1522964923,151,1522965074,125,New York City,NY,621 West Parkway
1447,Barney Brunini,Barney,Brunini,30(556)356-8901,Cate Jelphs,55(170)564-6484,1526484333,91,1526484424,144,Mount Vernon,NY,6057 Prairieview Trail
1448,Etan Drust,Etan,Drust,230(902)946-8714,Maribel Alebrooke,81(153)902-9649,1520892219,12,1520892231,135,Brooklyn,NY,16140 Gina Way
1449,Brade Torry,Brade,Torry,86(913)265-8969,Alphonso Cotterell,7(476)541-8458,1524884774,39,1524884813,70,New York City,NY,360 Sheridan Point
1450,Gilli Nutbeam,Gilli,Nutbeam,86(419)749-1439,Nessi Stainer,64(913)956-5024,1519107946,12,1519107958,82,Jamaica,NY,045 Hoard Street
1451,Gerardo Skeffington,Gerardo,Skeffington,358(695)801-6517,Wernher Kunisch,86(186)288-8724,1542741010,219,1542741229,9,Jamaica,NY,58 Namekagon Court
1452,Marena Gamwell,Marena,Gamwell,7(112)981-2518,Maddie Tine,235(529)790-8010,1543316361,145,1543316506,79,Syracuse,NY,282 Esker Center
1453,Pall Poyntz,Pall,Poyntz,62(239)861-7648,Keven Piaggia,375(422)329-2255,1541042803,26,1541042829,123,New York City,NY,2109 Fremont Plaza
1454,Portie Blasio,Portie,Blasio,504(214)461-2495,Wendall Keely,86(698)565-8722,1530187449,321,1530187770,123,Brooklyn,NY,8908 Lerdahl Parkway
1455,Arley Gore,Arley,Gore,86(471)193-4009,Beck Gent,63(284)233-6950,1522168136,355,1522168491,58,New York City,NY,5 Pond Circle
1456,Charlton Kalaher,Charlton,Kalaher,46(453)670-5735,Pyotr Gatteridge,62(737)495-7575,1540316962,289,1540317251,28,Brooklyn,NY,37685 Oneill Hill
1457,Thurstan Garrold,Thurstan,Garrold,31(282)206-3628,Shandee Etridge,351(624)405-4592,1527391539,38,1527391577,114,Hicksville,NY,35670 Schmedeman Park
1458,Kathe Albone,Kathe,Albone,7(979)495-9457,Fran Spellacy,86(692)939-5169,1528093244,69,1528093313,10,New York City,NY,37 Schiller Way
1459,Wilmette Gouda,Wilmette,Gouda,62(486)328-3358,Emogene Gambles,86(196)548-1848,1542183155,5,1542183160,139,Bronx,NY,0232 Eggendart Hill
1460,Sibley Chillingsworth,Sibley,Chillingsworth,86(412)525-1536,Carmella Draye,86(846)286-1120,1542799869,30,1542799899,146,New York City,NY,1061 Knutson Parkway
1461,Dagmar Fice,Dagmar,Fice,420(560)430-2503,Tann Riccardi,62(902)439-5399,1525164449,291,1525164740,108,New York City,NY,590 Sachs Crossing
1462,Rand McMickan,Rand,McMickan,54(904)444-5822,Sydel Welling,7(384)411-0692,1532972492,379,1532972871,137,Brooklyn,NY,47853 Nelson Court
1463,Yanaton Culshaw,Yanaton,Culshaw,86(522)796-3147,Olag Halso,51(246)920-8628,1543029143,72,1543029215,79,New York City,NY,2090 Hayes Street
1464,Nana McLardie,Nana,McLardie,57(189)122-3534,Nap Storrier,86(596)454-3070,1531569581,161,1531569742,111,Mount Vernon,NY,5067 Helena Terrace
1465,Keven Piaggia,Keven,Piaggia,375(422)329-2255,Bernard Arlet,51(831)789-5006,1541280605,99,1541280704,67,New York City,NY,48 Anhalt Road
1466,Cyrill Dickerline,Cyrill,Dickerline,27(837)990-2314,Luis Norkett,7(900)946-9127,1524973447,151,1524973598,65,Schenectady,NY,82 Eastwood Center
1467,Franz Collete,Franz,Collete,52(194)272-2100,Costanza Heales,254(411)340-3141,1523624397,224,1523624621,78,New Hyde Park,NY,0635 Chive Road
1468,Britte Nelane,Britte,Nelane,86(760)879-3015,Bertine Jobson,504(539)804-7912,1522657146,151,1522657297,58,Buffalo,NY,2333 Havey Center
1469,Kirby Leguay,Kirby,Leguay,86(139)365-4269,Guinevere Littleton,63(377)586-7101,1523057149,20,1523057169,82,Buffalo,NY,7895 Schurz Park
1470,Brittne Grouvel,Brittne,Grouvel,62(668)962-9723,Dorey Youster,52(803)351-9788,1539464404,260,1539464664,131,Albany,NY,5020 Anhalt Terrace
1471,Hedvige Garioch,Hedvige,Garioch,63(997)485-7152,Hastings State,240(121)559-2224,1538537407,221,1538537628,20,Brooklyn,NY,1 Mcguire Center
1472,Nestor Baxandall,Nestor,Baxandall,358(706)591-6550,Maximilianus Lewins,1(615)438-1035,1541956257,56,1541956313,7,Rochester,NY,52847 Lillian Junction
1473,Denys Manchester,Denys,Manchester,51(658)363-3256,Dillon Lisciandri,30(218)450-8415,1542231450,98,1542231548,17,Syracuse,NY,9 Stone Corner Place
1474,Ezechiel Vlasin,Ezechiel,Vlasin,506(539)237-5470,Yehudi Thomas,966(473)904-0407,1533361134,338,1533361472,105,Brooklyn,NY,06 Memorial Park
1475,Waldon Janosevic,Waldon,Janosevic,48(381)655-4136,Sid Brobyn,351(220)350-2962,1542711744,63,1542711807,2,Rochester,NY,6 Annamark Court
1476,Clemmy Guyver,Clemmy,Guyver,86(414)531-8614,Freedman Franscioni,55(832)780-8386,1538260338,159,1538260497,107,Brooklyn,NY,89 Kinsman Terrace
1477,Elaine Tumielli,Elaine,Tumielli,30(314)342-3795,Chanda Rehor,86(652)192-3598,1540561661,241,1540561902,112,New York City,NY,06130 Lawn Alley
1478,Byram Peacocke,Byram,Peacocke,381(740)573-4376,Pepita Beane,48(381)805-7421,1521823301,366,1521823667,149,New York City,NY,96010 Sheridan Road
1479,Connie Deyes,Connie,Deyes,963(863)205-4774,Muriel Benallack,54(171)964-5638,1518193533,271,1518193804,17,Rochester,NY,43598 Rockefeller Parkway
1480,Nalani Kezor,Nalani,Kezor,357(458)181-6381,Percival Beahan,46(317)394-4462,1539155523,229,1539155752,131,New York City,NY,170 Fulton Parkway
1481,Ebonee Boocock,Ebonee,Boocock,81(760)131-4808,Maximilian Spratling,57(838)320-1299,1542713478,117,1542713595,97,Rochester,NY,04 Everett Way
1482,Benedicta Krimmer,Benedicta,Krimmer,86(932)405-8193,Elbertina Baudin,46(756)247-0184,1533729534,386,1533729920,77,Albany,NY,129 Fairview Trail
1483,Olivero Baseggio,Olivero,Baseggio,51(523)765-2257,Rozanne Bosworth,66(643)798-7080,1525644761,94,1525644855,50,Brooklyn,NY,6 Buhler Road
1484,Rollie Sweeney,Rollie,Sweeney,216(627)475-5794,Ody Cholmondeley,63(563)812-8463,1529194978,52,1529195030,64,Albany,NY,121 Nancy Avenue
1485,Dillon Lisciandri,Dillon,Lisciandri,30(218)450-8415,Benedicta Krimmer,86(932)405-8193,1544664652,45,1544664697,30,Flushing,NY,6 Westerfield Road
1486,Dom Normanell,Dom,Normanell,86(870)131-8950,Conway Butrimovich,63(671)793-8435,1524116739,248,1524116987,15,Buffalo,NY,9818 Old Gate Plaza
1487,Lemmy Lockton,Lemmy,Lockton,33(276)158-3440,Spike Nyland,507(625)963-5505,1534540618,34,1534540652,7,Brooklyn,NY,2517 Westend Crossing
1488,Alfredo Tenaunt,Alfredo,Tenaunt,258(843)143-5140,Christoper Mabson,33(330)284-1412,1545822322,332,1545822654,42,Utica,NY,641 Johnson Lane
1489,Carr Bortoletti,Carr,Bortoletti,380(577)984-0592,Dav Hendrichs,82(191)242-5772,1544398079,12,1544398091,112,Brooklyn,NY,18567 Russell Pass
1490,Teirtza Treanor,Teirtza,Treanor,48(780)184-7815,Abbe Foucard,86(805)264-4202,1523756830,70,1523756900,101,Yonkers,NY,3 Heffernan Way
1491,Lesly Speers,Lesly,Speers,93(258)163-5996,Philis McQuilty,7(811)538-1207,1537474234,134,1537474368,130,Albany,NY,338 Kipling Parkway
1492,Celine Cromie,Celine,Cromie,86(151)596-5849,Kassia Kordovani,84(580)602-9577,1530995552,312,1530995864,27,Bronx,NY,5 Aberg Pass
1493,Marla Gillise,Marla,Gillise,86(119)437-0710,Bear Linggard,1(320)708-6082,1531924014,38,1531924052,110,Brooklyn,NY,8 Dennis Avenue
1494,Mirelle Hatfield,Mirelle,Hatfield,81(751)480-9732,Shellysheldon Wooding,30(486)543-7765,1541683931,372,1541684303,107,Bronx,NY,6209 2nd Street
1495,Charmion Stovell,Charmion,Stovell,967(474)459-4428,Gottfried Stolberg,55(157)444-7987,1546166696,332,1546167028,146,New York City,NY,3 Elgar Circle
1496,Myrvyn Eaddy,Myrvyn,Eaddy,380(305)307-6975,Britte Nelane,86(760)879-3015,1545990795,2,1545990797,109,New York City,NY,4 Eastlawn Point
1497,Danny Carette,Danny,Carette,86(286)630-4374,Rolando Ramsdale,54(222)174-0670,1538855478,183,1538855661,82,Syracuse,NY,4 Pennsylvania Place
1498,Jennette Maund,Jennette,Maund,55(683)887-4651,Niki Ladloe,86(916)833-6105,1542460120,120,1542460240,85,Jamaica,NY,832 Sugar Road
1499,Martie Mulvany,Martie,Mulvany,55(968)549-9916,Elias Flitcroft,63(668)239-3496,1537919740,354,1537920094,6,Jamaica,NY,749 Bellgrove Park
1500,Gregor Creavin,Gregor,Creavin,7(780)575-0653,Heinrik Bergstram,55(743)703-4081,1519595796,381,1519596177,133,New York City,NY,47964 Stang Drive
1501,Miner Beagen,Miner,Beagen,351(703)249-3270,Alphonso Oddey,967(969)624-7905,1524963932,62,1524963994,50,New York City,NY,369 Darwin Parkway
1502,Malissia Yakovl,Malissia,Yakovl,55(670)747-7932,Bevon Favell,86(103)514-2745,1532015487,114,1532015601,125,Albany,NY,69521 Waywood Lane
1503,Joy Turnbull,Joy,Turnbull,86(157)903-1943,Richardo Perryman,975(151)766-0421,1537130319,272,1537130591,68,Flushing,NY,13 Armistice Terrace
1504,Corrie Kneeshaw,Corrie,Kneeshaw,55(110)880-7334,Brice Ganforth,55(900)405-1333,1527466590,268,1527466858,138,Schenectady,NY,0330 Fallview Plaza
1505,Jerald Haugeh,Jerald,Haugeh,56(521)860-7470,Linus Tweedell,256(471)123-5014,1528893323,229,1528893552,7,New York City,NY,295 Graceland Crossing
1506,Dorri Jancy,Dorri,Jancy,63(260)211-8802,Lura Baleine,63(874)225-3659,1524520466,193,1524520659,117,New York City,NY,4 Bartillon Point
1507,Stinky Dockrell,Stinky,Dockrell,66(523)590-9250,Sharl Duffin,86(303)268-4464,1516061687,194,1516061881,3,New York City,NY,21422 Bowman Place
1508,Teador Mattei,Teador,Mattei,46(247)422-9962,Iseabal Buston,1(210)255-8643,1520018063,243,1520018306,62,New York City,NY,05 Sachtjen Circle
