ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NBR,FULL_NAME_CALLED,CALLED_NBR,START_DATE,DURATION,END_DATE,CELL_TOWER,CITY,STATE,ADDRESS
170,Porter Franek,Porter,Franek,1(158)820-4293,Robbert McCloughlin,62(180)979-2600,1598237833,103,1598237936,87,Jamaica,NY,95047 Buell Avenue
171,Zahara Youle,Zahara,Youle,359(228)694-2614,Euell Partridge,380(230)655-4794,1601395727,114,1601395841,119,Jamaica,NY,3 Dunning Court
172,Ingra Showler,Ingra,Showler,380(291)487-6639,Sallyann Synke,291(862)913-9392,1587101883,96,1587101979,52,New York City,NY,6195 Lerdahl Alley
173,Humfrid Eveque,Humfrid,Eveque,46(204)953-1390,Collie Widdecombe,54(141)680-8675,1589724246,197,1589724443,9,Buffalo,NY,7 Memorial Point
174,Bennie Perrinchief,Bennie,Perrinchief,52(601)802-3235,Madlin Churly,62(653)576-9186,1591165972,57,1591166029,125,New York City,NY,90143 Starling Alley
175,Brett Stickel,Brett,Stickel,33(304)944-3840,Joey Larmuth,66(878)805-8478,1598198734,221,1598198955,103,Albany,NY,383 Holmberg Crossing
176,Zahara Youle,Zahara,Youle,359(228)694-2614,Tim Collens,63(589)682-5130,1600262830,171,1600263001,26,Albany,NY,8304 Mcguire Pass
177,Cyrille Saxby,Cyrille,Saxby,46(497)647-9957,Wendeline Henniger,504(589)112-4057,1602602148,90,1602602238,14,New York City,NY,81 Karstens Circle
178,D'arcy Spiring,D'arcy,Spiring,81(240)639-1790,Asher Crucitti,7(745)791-1324,1592561750,7,1592561757,9,Jamaica,NY,187 Gale Point
179,Ravid Cissen,Ravid,Cissen,63(133)653-0334,Alphard Goodding,33(576)597-2400,1578779799,10,1578779809,137,Syracuse,NY,02 Lakewood Way
180,Ardelle Tenbrug,Ardelle,Tenbrug,251(856)113-8667,Costa Maddison,55(764)908-6585,1580270582,9,1580270591,67,Buffalo,NY,88 West Plaza
181,Filmer Jozefowicz,Filmer,Jozefowicz,86(508)562-3644,Heindrick Bruyett,62(942)995-1228,1599150528,150,1599150678,24,Rochester,NY,19 Surrey Alley
182,Tessy Carsberg,Tessy,Carsberg,7(469)826-4088,Benni Gummoe,86(408)300-6759,1578615541,215,1578615756,74,Brooklyn,NY,27003 Valley Edge Road
183,Fonsie Rigmand,Fonsie,Rigmand,62(584)809-7939,Isaac Romeuf,63(738)252-6696,1600793434,73,1600793507,13,Brooklyn,NY,26 Kinsman Court
184,Jorry Frood,Jorry,Frood,53(353)147-7565,Twyla Gaiger,66(531)496-3290,1595607125,113,1595607238,55,Rochester,NY,610 Debra Court
185,Sinclair Hobden,Sinclair,Hobden,963(169)643-7682,Lucine Odger,62(740)574-7293,1585523115,203,1585523318,72,Jamaica,NY,41923 Dovetail Junction
186,Seward Maw,Seward,Maw,7(441)693-4615,Anatola Loch,86(559)411-8547,1591839925,231,1591840156,109,Albany,NY,9 Merchant Place
187,Ailee Chastelain,Ailee,Chastelain,386(681)189-6357,Dion Paydon,63(885)164-0321,1588257785,8,1588257793,116,Syracuse,NY,144 Dovetail Parkway
188,Wendall Russilll,Wendall,Russilll,46(360)453-1700,Genvieve Juppe,86(566)161-1938,1589506081,197,1589506278,129,Albany,NY,2894 Spenser Plaza
189,Jeri Agronski,Jeri,Agronski,86(992)573-8686,Nehemiah Spittle,1(617)215-4143,1589946784,242,1589947026,39,Rochester,NY,01419 Arizona Parkway
190,Olivia Stockwell,Olivia,Stockwell,381(492)943-4552,Jere Landon,86(365)195-8241,1585643002,54,1585643056,96,Syracuse,NY,10463 Clove Park
191,Samson Millican,Samson,Millican,46(437)970-6395,Amanda Tunnow,62(192)248-3912,1588057727,2,1588057729,33,New York City,NY,01409 Mitchell Plaza
192,Raviv Breydin,Raviv,Breydin,387(136)498-2070,Doti Floweth,237(780)942-8575,1578884965,68,1578885033,129,Mount Vernon,NY,28546 Oakridge Way
193,Alexia Ksandra,Alexia,Ksandra,86(834)760-3546,Rubi Fackney,86(101)365-3283,1599538475,219,1599538694,101,New York City,NY,47899 Grover Plaza
194,Jeannie Furmagier,Jeannie,Furmagier,353(781)543-8732,Delcine Hankins,62(811)309-8725,1588362961,75,1588363036,67,New York City,NY,9 Cardinal Plaza
195,Amandi Bielby,Amandi,Bielby,62(753)475-5764,Cynthea Codrington,351(455)944-3923,1583904516,112,1583904628,111,Buffalo,NY,5 Raven Terrace
196,Cacilia Larkcum,Cacilia,Larkcum,51(697)857-2835,Cookie Killich,63(456)220-3186,1580322159,217,1580322376,42,Albany,NY,214 Warrior Hill
197,Jayne O'Hanley,Jayne,O'Hanley,1(336)497-7203,Jordan Matelaitis,55(745)589-0673,1579245835,271,1579246106,86,Port Washington,NY,5580 South Hill
198,Austine Chatelot,Austine,Chatelot,63(627)715-4161,Timmie Cullinane,7(539)863-8594,1601138382,281,1601138663,94,New York City,NY,6 Bay Way
199,Aura Gooderidge,Aura,Gooderidge,54(463)317-8860,Gallard Hammersley,7(435)366-6812,1598898273,233,1598898506,43,Staten Island,NY,9 Scofield Hill
200,Traver Weal,Traver,Weal,33(536)343-4075,Bealle Earland,86(314)899-4409,1598128026,219,1598128245,66,Rochester,NY,8001 Porter Parkway
201,Cathee Ash,Cathee,Ash,55(538)839-4161,Rocky Paydon,62(111)966-5924,1600186708,232,1600186940,65,Albany,NY,7 Fairfield Pass
202,Pauly Copson,Pauly,Copson,1(646)211-4908,Malorie Bywaters,86(212)436-7743,1593846077,164,1593846241,36,Port Washington,NY,8739 Gerald Avenue
203,Minnie Whiterod,Minnie,Whiterod,63(211)995-3916,Delmor Dabbs,86(694)844-1123,1578288957,35,1578288992,33,New York City,NY,0108 Surrey Hill
204,Monro Sango,Monro,Sango,62(678)287-6038,Kerby Deport,55(453)179-6060,1580510571,66,1580510637,108,New York City,NY,09 Division Avenue
205,Renee Yuryatin,Renee,Yuryatin,387(848)476-3277,Gracie Longlands,48(596)554-0226,1583704702,199,1583704901,111,Flushing,NY,2064 Vermont Alley
206,Bryn Baty,Bryn,Baty,55(114)843-1399,Baillie Laise,27(611)979-2350,1598226495,256,1598226751,95,Bronx,NY,1 Cherokee Point
207,Starlene Demkowicz,Starlene,Demkowicz,591(203)282-8688,Barron Dowdell,86(166)370-6378,1580738774,147,1580738921,103,Brooklyn,NY,60702 Sunnyside Junction
208,Mandie Jeanesson,Mandie,Jeanesson,48(108)136-4880,Brett Stickel,33(304)944-3840,1601445009,176,1601445185,31,Syracuse,NY,49 Judy Pass
209,Darby Joannidi,Darby,Joannidi,86(637)353-7005,Dominga Verduin,30(249)492-8859,1589613157,194,1589613351,132,New York City,NY,06091 Bluestem Court
210,Matt Chaim,Matt,Chaim,31(497)678-5418,Alain Worman,52(122)961-0318,1580045417,124,1580045541,19,Jamaica,NY,7 Sauthoff Center
211,Mitchell Gronw,Mitchell,Gronw,34(694)351-5388,Bendix Duinbleton,63(117)708-5135,1601132530,69,1601132599,30,Rochester,NY,58049 Mallory Crossing
212,Emilie Hambelton,Emilie,Hambelton,55(439)937-7494,Clemence Bricket,33(705)323-6842,1585342971,135,1585343106,29,Yonkers,NY,0 Warrior Avenue
213,Bekki Garbett,Bekki,Garbett,57(865)955-0746,Rodina Glaves,351(448)886-0290,1591331962,266,1591332228,55,Albany,NY,58310 Hagan Drive
214,Selma Diggle,Selma,Diggle,1(860)856-2361,Letty Osmint,54(818)740-4971,1579240294,215,1579240509,146,New York City,NY,77 Annamark Place
215,Gerome Patroni,Gerome,Patroni,86(656)649-1650,Byran Balfre,1(388)900-4472,1599126004,66,1599126070,9,Mount Vernon,NY,11085 John Wall Terrace
216,Teddy Toor,Teddy,Toor,55(637)904-7296,Chiarra Jacobovitz,502(189)759-3784,1591066018,289,1591066307,7,Albany,NY,9 Sloan Crossing
217,Sukey Penketh,Sukey,Penketh,351(922)701-2338,Jonathan Gasticke,86(639)568-9571,1597466604,140,1597466744,43,New York City,NY,92 Ridge Oak Center
218,Addie Ruddom,Addie,Ruddom,62(412)820-8164,Vicki Tribe,380(277)565-4975,1580788700,214,1580788914,61,Bronx,NY,919 Lake View Trail
219,Paco Mayow,Paco,Mayow,86(737)623-9225,Alphard Goodding,33(576)597-2400,1591519663,249,1591519912,41,New York City,NY,4 Anzinger Crossing
220,Humfrid Eveque,Humfrid,Eveque,46(204)953-1390,Lisa Lyste,86(995)140-7957,1598298935,48,1598298983,140,Rochester,NY,1 Pond Circle
221,Paco Mayow,Paco,Mayow,86(737)623-9225,Anastasie Maro,62(547)614-8675,1581561243,206,1581561449,12,Brooklyn,NY,58 Dwight Park
222,Sadella Dresser,Sadella,Dresser,58(928)112-1307,Lenore Keegan,46(892)854-8915,1592946267,44,1592946311,24,Albany,NY,1 Susan Parkway
223,Tiebout Tiler,Tiebout,Tiler,58(761)230-0102,Tobe Cassell,63(492)726-5044,1601619884,34,1601619918,120,Buffalo,NY,4425 Sundown Crossing
224,Doll Macieja,Doll,Macieja,216(924)552-2844,Gerti Wilkie,504(405)846-0174,1593424150,227,1593424377,24,Jamaica,NY,70544 Calypso Parkway
225,Marylinda McCarl,Marylinda,McCarl,62(935)334-9631,Michael Ruhben,7(881)181-1270,1594374523,269,1594374792,136,Bronx,NY,262 Hanson Trail
226,Else Summergill,Else,Summergill,86(805)769-0139,Hilarius Grimsey,84(726)766-0805,1587352930,203,1587353133,137,Port Washington,NY,55293 Mendota Street
227,Avis Brickett,Avis,Brickett,63(383)950-3108,Kurt Phizacklea,1(867)633-0078,1595973287,233,1595973520,120,New York City,NY,17 Magdeline Road
228,Nanine Jenteau,Nanine,Jenteau,255(409)348-3618,Claudianus Hendron,92(154)217-0851,1586697089,139,1586697228,85,Brooklyn,NY,7777 Boyd Place
229,Marlo Tarbath,Marlo,Tarbath,55(619)668-8271,Beverlie Stolle,86(568)512-2860,1595628656,205,1595628861,150,Albany,NY,16868 Waywood Road
230,Minetta Yanshin,Minetta,Yanshin,7(955)517-5183,Kendra Dafter,63(710)280-7809,1602320737,134,1602320871,110,Bronx,NY,99 Pawling Pass
231,Katey Wollard,Katey,Wollard,993(415)632-7711,Milissent Gammack,62(486)106-5418,1599329870,223,1599330093,18,New York City,NY,9 Shasta Park
232,Nico Gleasane,Nico,Gleasane,55(122)656-0806,Filmer Jozefowicz,86(508)562-3644,1592031041,291,1592031332,107,New York City,NY,207 Blue Bill Park Crossing
233,Lauralee Purcell,Lauralee,Purcell,93(348)567-9937,Cyrille Saxby,46(497)647-9957,1589889173,208,1589889381,44,Buffalo,NY,005 Bunting Avenue
234,Michelina Hazlegrove,Michelina,Hazlegrove,1(305)346-4606,Orville Shaul,7(664)646-2485,1586588351,270,1586588621,80,Buffalo,NY,61883 Mosinee Point
235,Hilarius Grimsey,Hilarius,Grimsey,84(726)766-0805,Tim Collens,63(589)682-5130,1588507808,78,1588507886,123,Hicksville,NY,17 Loeprich Road
236,Etti Iacovelli,Etti,Iacovelli,46(610)194-7490,Tore Farahar,63(977)351-5233,1595062475,109,1595062584,81,Yonkers,NY,76305 Harbort Plaza
237,Chlo Test,Chlo,Test,33(777)359-8546,Audra Bunworth,53(780)633-7901,1602725572,256,1602725828,129,Brooklyn,NY,2920 Daystar Trail
238,Audra Bunworth,Audra,Bunworth,53(780)633-7901,Magdalene Champness,374(527)580-3437,1600945204,296,1600945500,86,Brooklyn,NY,5 Delaware Lane
239,Pattie Murney,Pattie,Murney,52(469)760-6407,Sukey Penketh,351(922)701-2338,1597957809,185,1597957994,22,Albany,NY,677 Vermont Street
240,Guenevere Parkhouse,Guenevere,Parkhouse,62(340)576-1969,Crissy Truder,86(624)752-6671,1582476172,223,1582476395,103,Brooklyn,NY,629 Hooker Point
241,Harlen Brevitt,Harlen,Brevitt,506(252)357-4215,Dehlia Snaith,505(175)229-9067,1581226054,51,1581226105,52,Mount Vernon,NY,90 Dixon Trail
242,Jeannette Moyles,Jeannette,Moyles,269(489)291-8564,Minnie Whiterod,63(211)995-3916,1590636586,200,1590636786,69,New York City,NY,2 Vahlen Trail
243,Guenevere Parkhouse,Guenevere,Parkhouse,62(340)576-1969,Kandy Ellul,63(703)216-8260,1580278302,266,1580278568,87,Albany,NY,2 Dahle Plaza
244,Marissa Hyatt,Marissa,Hyatt,48(664)355-1580,Raphael Ralfe,84(333)653-1452,1590236248,285,1590236533,4,New York City,NY,304 Chinook Road
245,Francis Bartolomieu,Francis,Bartolomieu,86(333)347-0703,Siegfried Fletcher,86(534)801-1117,1593967590,176,1593967766,76,Brooklyn,NY,6970 Jenifer Plaza
246,Lona Kildea,Lona,Kildea,51(528)855-3264,Alfredo Diben,86(724)187-8209,1584876900,255,1584877155,2,Brooklyn,NY,89194 7th Lane
247,Kurt Phizacklea,Kurt,Phizacklea,1(867)633-0078,Brien Pillinger,86(991)771-2702,1583725982,226,1583726208,85,Brooklyn,NY,834 Columbus Point
248,Darby Joannidi,Darby,Joannidi,86(637)353-7005,Lucy Kepe,81(566)814-8903,1596662982,177,1596663159,148,Syracuse,NY,1377 Ruskin Junction
249,Renee Yuryatin,Renee,Yuryatin,387(848)476-3277,Byrle Penfold,86(567)847-5203,1594708806,20,1594708826,91,Jamaica,NY,73 Monica Park
250,Wallache Daintier,Wallache,Daintier,51(959)844-4204,Robbyn Franca,86(290)697-7607,1597799847,175,1597800022,77,New York City,NY,46 Spenser Center
251,Lotty Yakovlev,Lotty,Yakovlev,351(120)706-0391,Chad Goodings,81(870)267-4831,1595732874,44,1595732918,93,Albany,NY,36994 Esker Trail
252,Laurene Millward,Laurene,Millward,7(803)142-3976,Alberto FitzGeorge,598(805)553-8625,1587084991,46,1587085037,81,Brooklyn,NY,916 Holmberg Alley
253,Brewer Pechold,Brewer,Pechold,86(406)335-3438,Brigitta Berringer,264(479)170-7069,1590030920,99,1590031019,12,Albany,NY,58697 Waywood Park
254,Price Muggleston,Price,Muggleston,86(236)213-4599,Thaine Trenaman,82(909)422-4422,1600133649,228,1600133877,146,New York City,NY,87 Scofield Point
255,Reeva Palek,Reeva,Palek,502(105)753-2258,Sonni Du Hamel,63(702)919-7248,1578360531,222,1578360753,63,New York City,NY,5 Tomscot Center
256,Emylee Titterington,Emylee,Titterington,387(341)515-3575,Goober Sleany,54(933)841-4845,1598421047,191,1598421238,47,Brooklyn,NY,8570 Center Road
257,Dion Paydon,Dion,Paydon,63(885)164-0321,Marchall Deal,62(296)269-6650,1599413341,182,1599413523,37,New York City,NY,1268 Claremont Hill
258,Cammy Dun,Cammy,Dun,86(484)206-5229,Georg MacCarrick,86(856)717-2286,1597852289,59,1597852348,32,Albany,NY,3264 Jenna Plaza
259,Carlota Labbati,Carlota,Labbati,503(402)623-0773,Katrine Salmoni,227(130)468-0624,1589057448,251,1589057699,90,White Plains,NY,0581 Dryden Point
260,Thatch Muckart,Thatch,Muckart,62(819)153-1386,Marys Huston,86(591)308-5990,1581640724,203,1581640927,34,New York City,NY,6930 Lunder Road
261,Andra Trevaskiss,Andra,Trevaskiss,86(480)512-7019,Jennifer Faughey,49(768)707-1031,1583421761,242,1583422003,20,Brooklyn,NY,29 Buell Place
262,Theresa Samter,Theresa,Samter,86(799)778-2743,Katrine Salmoni,227(130)468-0624,1586126240,86,1586126326,95,Buffalo,NY,01363 Scofield Street
263,Laurene Millward,Laurene,Millward,7(803)142-3976,Marlo Tarbath,55(619)668-8271,1589141903,103,1589142006,51,Albany,NY,0 Declaration Street
264,Gracie Sodo,Gracie,Sodo,62(842)653-7499,Flinn Nicholl,54(313)866-2597,1598957544,220,1598957764,10,New York City,NY,57 Forest Dale Way
265,Livvy Mc-Kerley,Livvy,Mc-Kerley,62(689)553-5127,Marissa Hyatt,48(664)355-1580,1600948567,133,1600948700,113,Brooklyn,NY,9 Monument Point
266,Guthry Raubenheimers,Guthry,Raubenheimers,60(209)342-9772,Crawford Yokelman,86(484)469-1817,1578712634,284,1578712918,22,Albany,NY,2 Gerald Street
267,Simonette Manis,Simonette,Manis,48(267)790-1720,Bendite Schoales,1(904)447-3383,1597119367,300,1597119667,141,Albany,NY,2 Transport Way
268,Janette Havock,Janette,Havock,850(720)958-9751,Levi Jaszczak,504(714)167-0633,1582719054,166,1582719220,3,New York City,NY,73 Bayside Center
269,Emmaline Keningham,Emmaline,Keningham,86(866)334-6581,Fidelity Hammill,380(486)299-6217,1594002912,290,1594003202,73,Albany,NY,0564 Russell Point
270,Cyrille Saxby,Cyrille,Saxby,46(497)647-9957,Austine Chatelot,63(627)715-4161,1582058199,67,1582058266,122,Rochester,NY,85771 Loomis Plaza
271,Jameson Delepine,Jameson,Delepine,7(186)956-8918,Kendal Van Arsdall,66(683)402-0014,1591697440,209,1591697649,66,Brooklyn,NY,1 Little Fleur Road
272,Wallache Daintier,Wallache,Daintier,51(959)844-4204,Corny Kohrt,86(743)737-7381,1591562105,16,1591562121,26,Albany,NY,0421 Dorton Circle
273,Dino Ellul,Dino,Ellul,245(122)434-4465,Gallard Hammersley,7(435)366-6812,1586596582,233,1586596815,12,New York City,NY,58249 Corben Hill
274,Hewitt Brownett,Hewitt,Brownett,46(412)108-1067,Catharine Atyeo,55(120)613-0628,1580042080,252,1580042332,2,Jamaica,NY,052 Brentwood Hill
275,Thatch Muckart,Thatch,Muckart,62(819)153-1386,Morgan Gobel,992(249)756-5499,1580696885,50,1580696935,98,New York City,NY,8440 Mockingbird Junction
276,Alard Befroy,Alard,Befroy,86(666)396-6086,Anna Clementson,33(550)374-0274,1595356439,111,1595356550,2,New York City,NY,69490 Weeping Birch Court
277,Hobey Simounet,Hobey,Simounet,86(978)126-4242,Lothaire Joselson,86(257)590-9196,1594885019,267,1594885286,141,Schenectady,NY,0513 Dryden Park
278,Maurise Arundel,Maurise,Arundel,62(356)672-5013,Lorinda Janecki,63(721)801-4780,1580415897,177,1580416074,66,Hicksville,NY,75151 Blackbird Street
279,Ebenezer Pollastro,Ebenezer,Pollastro,420(853)833-0331,Fredi Marchi,55(908)493-1363,1602787350,5,1602787355,47,Mount Vernon,NY,24 Eastlawn Center
280,Bennie Dowglass,Bennie,Dowglass,234(374)567-2701,Adelice Longfoot,62(863)512-0454,1589579278,89,1589579367,95,New York City,NY,78016 Bartelt Park
281,Lily Cristofor,Lily,Cristofor,86(810)225-2683,Teodoor Bisley,86(675)102-5241,1600877305,243,1600877548,117,Brooklyn,NY,773 Florence Avenue
282,D'arcy Spiring,D'arcy,Spiring,81(240)639-1790,Leontyne Cadigan,57(745)847-3320,1595539668,89,1595539757,15,New York City,NY,23179 Harbort Terrace
283,Andra Trevaskiss,Andra,Trevaskiss,86(480)512-7019,Zahara Youle,359(228)694-2614,1596508534,294,1596508828,5,White Plains,NY,3181 Eliot Park
284,Karol Grandison,Karol,Grandison,86(908)277-5200,Genvieve Juppe,86(566)161-1938,1582151923,120,1582152043,94,Brooklyn,NY,99 Bellgrove Point
285,Hali Grayer,Hali,Grayer,55(523)387-7041,Nance Heinzel,44(864)819-6109,1588582881,245,1588583126,20,New York City,NY,59351 2nd Drive
286,Crissy Truder,Crissy,Truder,86(624)752-6671,Brooks Carde,62(178)575-9921,1588339779,246,1588340025,66,Jamaica,NY,77 Stone Corner Circle
287,Cherice Diwell,Cherice,Diwell,55(261)341-5888,Roma Ladyman,86(147)917-6921,1601735089,87,1601735176,36,New York City,NY,133 Ridgeway Court
288,Terrence Banbrook,Terrence,Banbrook,380(699)898-7333,Lev Tomasino,57(807)802-6158,1579772163,113,1579772276,15,New Hyde Park,NY,2 Maple Wood Place
289,Francyne Kanter,Francyne,Kanter,84(898)526-1387,Gussi Goggan,48(282)787-7570,1594172591,123,1594172714,143,Rochester,NY,87 Crest Line Junction
290,Janela Kemitt,Janela,Kemitt,252(109)455-3439,Ethelin Borrow,86(148)668-2264,1596251974,77,1596252051,65,Flushing,NY,7 International Street
291,Maurise McClifferty,Maurise,McClifferty,994(119)852-7927,Patty Bramo,46(287)165-4068,1581924794,265,1581925059,26,Albany,NY,6 Valley Edge Park
292,Fredia Larmour,Fredia,Larmour,53(215)155-7869,Alain Worman,52(122)961-0318,1601997276,88,1601997364,139,Brooklyn,NY,98 Onsgard Way
293,Adriana Poveleye,Adriana,Poveleye,52(906)648-2866,Pincus Cesco,86(646)152-9247,1593567066,264,1593567330,78,Buffalo,NY,601 Mccormick Lane
294,Ryan McSherry,Ryan,McSherry,33(632)121-4579,Shoshana Gatheral,62(608)781-5104,1597241851,38,1597241889,12,New York City,NY,07794 Bellgrove Avenue
295,Jerome Messager,Jerome,Messager,7(947)964-1153,Raphael Ralfe,84(333)653-1452,1578994856,228,1578995084,11,Schenectady,NY,110 Graceland Terrace
296,Thorny O'Curran,Thorny,O'Curran,381(469)483-4986,Henrie Ealam,86(754)555-9029,1590722578,41,1590722619,100,Syracuse,NY,3859 Straubel Avenue
297,Vicki Skitteral,Vicki,Skitteral,251(250)898-9761,Claudianus Hendron,92(154)217-0851,1596184349,203,1596184552,141,Brooklyn,NY,1 Bluestem Lane
298,Ranice Lyles,Ranice,Lyles,86(107)151-8956,Agretha Batt,7(900)869-3452,1591671818,236,1591672054,64,Rochester,NY,93724 Kenwood Terrace
299,Nikoletta Itzkovich,Nikoletta,Itzkovich,355(236)741-3978,Anna Clementson,33(550)374-0274,1583646494,7,1583646501,112,Syracuse,NY,1 Towne Terrace
300,Thia Tollit,Thia,Tollit,62(571)866-4685,Peri Hellin,30(964)485-1485,1597173198,9,1597173207,134,New York City,NY,5270 Waubesa Parkway
301,Jessalin Jeremaes,Jessalin,Jeremaes,57(420)944-2122,Orran Banke,55(789)608-8186,1580773835,106,1580773941,70,Hicksville,NY,57 Eggendart Street
302,Milissent Gammack,Milissent,Gammack,62(486)106-5418,Hadleigh Bradnick,234(595)524-4709,1585144832,84,1585144916,90,New York City,NY,5 Clarendon Avenue
303,Anna Clementson,Anna,Clementson,33(550)374-0274,Andra Trevaskiss,86(480)512-7019,1585942672,291,1585942963,46,New York City,NY,399 Northview Court
304,Anatola Loch,Anatola,Loch,86(559)411-8547,Balduin Abarough,62(922)510-6223,1590470518,277,1590470795,116,Rochester,NY,0 Main Plaza
305,Jenica Twomey,Jenica,Twomey,7(437)727-3790,Gardiner Silcocks,52(230)340-1750,1591682034,152,1591682186,17,Elmira,NY,15 Monument Avenue
306,Laraine MacGeffen,Laraine,MacGeffen,351(896)338-5335,Faustina Tatershall,420(811)487-2893,1587743859,113,1587743972,59,New York City,NY,7678 Fuller Park
307,Lorenza Vasilkov,Lorenza,Vasilkov,30(386)120-2880,Lothaire Joselson,86(257)590-9196,1581659903,81,1581659984,71,Brooklyn,NY,7 Corscot Parkway
308,Arthur Padrick,Arthur,Padrick,63(208)168-1853,Angelia Currey,86(420)665-9233,1580010182,239,1580010421,126,New York City,NY,6 Derek Place
309,Opalina Phython,Opalina,Phython,86(188)632-0757,Luis Habbergham,351(923)831-6189,1592388634,234,1592388868,60,New York City,NY,4 Carey Center
310,Abagail Gillion,Abagail,Gillion,996(634)404-7079,Grace Dell,62(673)117-7709,1593045879,156,1593046035,24,Buffalo,NY,8 Transport Alley
311,Darrell Pascall,Darrell,Pascall,20(642)301-1008,Garvey Grollmann,389(365)470-8680,1578051893,291,1578052184,106,New York City,NY,9376 4th Way
312,Haskell Topaz,Haskell,Topaz,351(303)943-1649,Shina Bedle,66(482)681-5807,1579199599,155,1579199754,73,New York City,NY,0 Lake View Drive
313,Kilian Reames,Kilian,Reames,970(654)660-8542,Prinz Farny,63(176)529-8535,1587523253,62,1587523315,96,Albany,NY,26 Burrows Court
314,Marys Huston,Marys,Huston,86(591)308-5990,Seward Maw,7(441)693-4615,1579883794,229,1579884023,4,Staten Island,NY,2288 American Ash Park
315,Ashlin Nanninini,Ashlin,Nanninini,86(372)405-9640,Wallache Daintier,51(959)844-4204,1592030605,198,1592030803,10,New York City,NY,255 Sauthoff Junction
316,Faustina Tatershall,Faustina,Tatershall,420(811)487-2893,Ailee Chastelain,386(681)189-6357,1590259911,127,1590260038,148,Bronx,NY,1210 Division Point
317,Man Ganforthe,Man,Ganforthe,46(582)739-3157,Jeannette Moyles,269(489)291-8564,1585191329,239,1585191568,59,Mount Vernon,NY,9 Northridge Plaza
318,Sheppard Crewe,Sheppard,Crewe,62(149)121-0313,Selma Diggle,1(860)856-2361,1578549271,24,1578549295,124,New York City,NY,5203 Monument Street
319,Chancey Torbett,Chancey,Torbett,7(858)685-3796,Price Muggleston,86(236)213-4599,1588653071,11,1588653082,129,Albany,NY,0014 Logan Parkway
320,Siusan Euels,Siusan,Euels,389(866)286-8982,Vyky Schroter,351(142)652-2468,1586394413,248,1586394661,128,New York City,NY,5514 Pepper Wood Junction
321,Price Eppson,Price,Eppson,86(177)412-2556,Vicki Tribe,380(277)565-4975,1580749752,149,1580749901,125,Jamaica,NY,1076 Spaight Circle
322,Gregorius Walkden,Gregorius,Walkden,62(818)137-8594,Kassey Pidgeley,30(262)411-9950,1578935734,253,1578935987,60,Rochester,NY,6961 East Circle
323,Wallis Marcombe,Wallis,Marcombe,55(258)699-6688,Caterina Moriarty,86(692)106-2161,1587753955,298,1587754253,24,Jamaica,NY,2 Donald Alley
324,Brigitta Berringer,Brigitta,Berringer,264(479)170-7069,Gerrie Kiraly,39(982)495-4090,1590898947,225,1590899172,70,Hicksville,NY,406 Tony Parkway
325,Shoshana Gatheral,Shoshana,Gatheral,62(608)781-5104,Ailbert De Bruijne,86(367)220-7362,1581056259,254,1581056513,98,Syracuse,NY,2457 Tennyson Drive
326,Keefer Squibb,Keefer,Squibb,502(427)236-3303,Dorry Doale,46(931)698-7428,1591018103,54,1591018157,126,Syracuse,NY,7 Weeping Birch Hill
327,Wittie Haslegrave,Wittie,Haslegrave,381(703)559-4983,Maegan Stoeck,46(749)445-8506,1586583653,190,1586583843,16,New York City,NY,361 Colorado Point
328,Wendall Russilll,Wendall,Russilll,46(360)453-1700,Jessie Trubshawe,356(696)591-4489,1589314653,54,1589314707,117,Rochester,NY,4665 Dahle Hill
329,Bennie Dowglass,Bennie,Dowglass,234(374)567-2701,Nariko Loche,53(820)330-2809,1588331188,51,1588331239,119,New York City,NY,6243 Mifflin Plaza
330,Marchall Deal,Marchall,Deal,62(296)269-6650,Reeta Gounel,33(576)285-4503,1588945085,79,1588945164,76,Yonkers,NY,6 Huxley Plaza
331,Ellary Addinall,Ellary,Addinall,373(700)581-3009,Cherice Diwell,55(261)341-5888,1587741555,251,1587741806,30,Brooklyn,NY,5014 Annamark Plaza
332,Mara Duckhouse,Mara,Duckhouse,62(855)110-3311,Johannah Claussen,54(705)691-7488,1592768490,197,1592768687,103,Rochester,NY,77524 Longview Place
333,Agatha Royste,Agatha,Royste,93(800)498-2572,Dita Ledner,963(775)754-7033,1589062097,83,1589062180,21,Jamaica,NY,45575 Acker Way
334,Benni Gummoe,Benni,Gummoe,86(408)300-6759,Olav Cashin,36(666)531-9945,1593820921,55,1593820976,43,Albany,NY,2631 Eliot Road
335,Forester Jentin,Forester,Jentin,420(115)891-1019,Bette-ann Strass,86(617)590-9737,1598402098,188,1598402286,110,New Hyde Park,NY,8 Westend Lane
336,Kameko Colicot,Kameko,Colicot,7(431)219-6479,Jeannie Furmagier,353(781)543-8732,1580747914,94,1580748008,114,Albany,NY,060 South Park
337,Nobie Iacomo,Nobie,Iacomo,60(274)302-4912,Belvia Piddlesden,54(518)695-0149,1578185531,12,1578185543,37,New York City,NY,03183 Cody Court
338,Henrie Ealam,Henrie,Ealam,86(754)555-9029,Rudd Elleyne,967(605)327-5228,1590544702,254,1590544956,10,New Hyde Park,NY,787 Cody Lane
339,Stanislaw Mathieson,Stanislaw,Mathieson,86(723)368-7937,Emylee Titterington,387(341)515-3575,1592539946,188,1592540134,16,Syracuse,NY,5 Scofield Avenue
